app,storefront,id,date,rating,primary_complaint,title
Focus@Will,US,focusatwill-US-025,2023-10-30,1,UX / app bugs / reliability,Too bad
Focus@Will,US,focusatwill-US-026,2023-09-15,1,Battery / data drain,Battery Life?
Focus@Will,US,focusatwill-US-027,2023-09-05,3,"""Doesn't work / no effect""",The same handful of tunes on endless repeat
Focus@Will,US,focusatwill-US-028,2023-08-30,2,UX / app bugs / reliability,Almost a Subscriber
Focus@Will,US,focusatwill-US-030,2023-05-16,2,Price / value / paywall,Overpriced for what you get
Focus@Will,US,focusatwill-US-031,2023-01-21,1,Account / login / restore,Bruh
Focus@Will,US,focusatwill-US-032,2022-12-16,1,Other (uncategorized),Won’t Recognize Phone is Online
Focus@Will,US,focusatwill-US-033,2022-11-09,3,UX / app bugs / reliability,Works great when it works
Focus@Will,US,focusatwill-US-035,2022-08-30,2,UX / app bugs / reliability,"Great iOS app, doesn’t work on Mac"
Focus@Will,US,focusatwill-US-036,2022-07-16,1,UX / app bugs / reliability,Worst programmed app ever
Focus@Will,US,focusatwill-US-037,2022-04-04,2,UX / app bugs / reliability,Was nice when it didn’t crash
Focus@Will,US,focusatwill-US-038,2022-04-04,3,UX / app bugs / reliability,Recent glitches
Focus@Will,US,focusatwill-US-040,2022-02-10,2,UX / app bugs / reliability,Great but Clunky
Focus@Will,US,focusatwill-US-041,2021-12-14,3,No offline / streaming-only,"Maintains focus as promised, but app needs to be more robust"
Focus@Will,US,focusatwill-US-046,2021-09-22,3,UX / app bugs / reliability,Recent issues
Focus@Will,US,focusatwill-US-047,2021-08-13,1,UX / app bugs / reliability,Does not work
Focus@Will,US,focusatwill-US-050,2021-07-28,1,UX / app bugs / reliability,Used to be great
Focus@Will,US,focusatwill-US-051,2021-07-18,1,UX / app bugs / reliability,Doesn’t work.
Focus@Will,US,focusatwill-US-052,2021-07-08,2,Other (uncategorized),WTH happened?
Focus@Will,US,focusatwill-US-054,2021-06-29,1,Other (uncategorized),"rating is not an application, because the idea is great!"
Focus@Will,US,focusatwill-US-056,2021-05-04,1,Price / value / paywall,The heck
Focus@Will,US,focusatwill-US-057,2021-04-07,3,Cancellation difficulty,Was 5 stars.  Now it’s 3.
Focus@Will,US,focusatwill-US-059,2021-02-18,1,Price / value / paywall,Too expensive for what it is and feels like I was tricked into a year 
Focus@Will,US,focusatwill-US-060,2021-01-14,1,Cancellation difficulty,Way to swindle your customers
Focus@Will,US,focusatwill-US-062,2020-09-14,1,UX / app bugs / reliability,Continues to stop playing
Focus@Will,US,focusatwill-US-073,2020-04-05,1,Misleading advertising,Deceptive
Focus@Will,US,focusatwill-US-074,2020-03-27,1,Abandonware / not updated / no new-device support,Crashes
Focus@Will,US,focusatwill-US-075,2020-03-15,1,Billing / unauthorized charges / refund anger,Lost my money
Focus@Will,US,focusatwill-US-077,2020-02-17,3,"Missing platform / device support (Mac, watch, iPad, CarPlay…)",Fatal app flaw - resets song every time!
Focus@Will,US,focusatwill-US-078,2020-02-11,3,UX / app bugs / reliability,Quits often
Focus@Will,US,focusatwill-US-079,2020-02-07,2,Feature removed / update regression,The latest version is buggy
Focus@Will,US,focusatwill-US-080,2020-02-04,1,Feature removed / update regression,App stops working after paying 1 year subscription.
Focus@Will,US,focusatwill-US-081,2020-01-25,2,Cancellation difficulty,"Not impressed, Do Not Pay"
Focus@Will,US,focusatwill-US-082,2020-01-06,2,Price / value / paywall,"Pricey, too loud even at lowest volume setting"
Focus@Will,US,focusatwill-US-083,2020-01-02,1,UX / app bugs / reliability,Crashes on iPad
Focus@Will,US,focusatwill-US-084,2019-12-04,1,Sound quality / unpleasant sounds,Horrible Music
Focus@Will,US,focusatwill-US-085,2019-11-19,1,UX / app bugs / reliability,Cannot subscribe.
Focus@Will,US,focusatwill-US-087,2019-10-11,1,Billing / unauthorized charges / refund anger,RIP OFF $69 a year!!!!!!!
Focus@Will,US,focusatwill-US-088,2019-10-11,1,Cancellation difficulty,Unusable
Focus@Will,US,focusatwill-US-105,2019-09-02,1,Abandonware / not updated / no new-device support,Bad experience-too many ads!
Focus@Will,US,focusatwill-US-107,2019-08-22,1,"""Doesn't work / no effect""",Trash
Focus@Will,US,focusatwill-US-109,2019-06-30,1,UX / app bugs / reliability,Needs a major update
Focus@Will,US,focusatwill-US-110,2019-06-30,1,UX / app bugs / reliability,Does not work with voiceover
Focus@Will,US,focusatwill-US-111,2019-06-06,1,Other (uncategorized),Cannot switch back to untimed sessions!
Focus@Will,US,focusatwill-US-113,2019-05-20,2,UX / app bugs / reliability,Not worth it - UI issues
Focus@Will,US,focusatwill-US-116,2019-05-01,1,Cancellation difficulty,Difficulty Completing Registration
Focus@Will,US,focusatwill-US-117,2019-04-22,1,Feature removed / update regression,App doesn’t work
Focus@Will,US,focusatwill-US-118,2019-04-22,1,"Paywall on launch / too little free content / ""not free""",NOT FREE!!
Focus@Will,US,focusatwill-US-119,2019-04-13,1,UX / app bugs / reliability,Deserves Zero Stars
Focus@Will,US,focusatwill-US-120,2019-04-12,3,No offline / streaming-only,Music great - app frustrating
Focus@Will,US,focusatwill-US-124,2019-03-29,1,Subscription model resented (was one-time / went subscription),Endless distracting frustration
Focus@Will,US,focusatwill-US-126,2019-03-22,1,Other (uncategorized),Disappointed
Focus@Will,US,focusatwill-US-128,2019-03-11,1,Account / login / restore,Pay wall
Focus@Will,US,focusatwill-US-129,2019-03-09,1,UX / app bugs / reliability,"Does it work?  Who knows, can’t open it"
Focus@Will,US,focusatwill-US-131,2019-03-01,3,Free alternatives exist (YouTube / free apps),"Useful, but poor value for money"
Focus@Will,US,focusatwill-US-137,2019-01-19,2,Billing / unauthorized charges / refund anger,"App is fine, support is awful"
Focus@Will,US,focusatwill-US-139,2019-01-09,1,Other (uncategorized),This app is horrendous!
Focus@Will,US,focusatwill-US-140,2018-12-23,3,"""Doesn't work / no effect""",Not Sure It Really Works
Focus@Will,US,focusatwill-US-141,2018-12-22,1,Account / login / restore,Useless/creepy you making me enter my password every time I use this s
Focus@Will,US,focusatwill-US-142,2018-12-10,3,UX / app bugs / reliability,At a crossroads between excellent and frustrating
Focus@Will,US,focusatwill-US-144,2018-12-02,3,UX / app bugs / reliability,Great service but app needs work
Focus@Will,US,focusatwill-US-147,2018-10-31,1,Other (uncategorized),Can’t complete subscription
Focus@Will,US,focusatwill-US-150,2018-09-28,3,Repetitiveness / lack of variety,More variety needed
Focus@Will,US,focusatwill-US-156,2018-08-10,3,UX / app bugs / reliability,Love it when it works but it’s buggy
Focus@Will,US,focusatwill-US-159,2018-08-01,1,Price / value / paywall,"I really want to love the app, but..."
Focus@Will,US,focusatwill-US-164,2018-07-16,3,UX / app bugs / reliability,3 stars for the App/ F@W service 4 Stars
Focus@Will,US,focusatwill-US-169,2018-07-12,2,UX / app bugs / reliability,Music Keeps Cutting Out
Focus@Will,US,focusatwill-US-173,2018-07-09,1,Cancellation difficulty,Free trial
Focus@Will,US,focusatwill-US-174,2018-07-03,1,Billing / unauthorized charges / refund anger,H E L P!!
Focus@Will,US,focusatwill-US-177,2018-06-21,1,Billing / unauthorized charges / refund anger,Won’t cancel subscription
Focus@Will,US,focusatwill-US-178,2018-06-14,3,UX / app bugs / reliability,Not perfect but still a fan
Focus@Will,US,focusatwill-US-183,2018-06-04,3,Customer support,Productivity tracker is making me crazy
Focus@Will,US,focusatwill-US-186,2018-05-27,2,No offline / streaming-only,"Needs improvement, app drains battery"
Focus@Will,US,focusatwill-US-191,2018-05-04,1,UX / app bugs / reliability,Disappointed
Focus@Will,US,focusatwill-US-192,2018-04-15,1,Abandonware / not updated / no new-device support,Outdated
Focus@Will,US,focusatwill-US-195,2018-03-03,1,Sound quality / unpleasant sounds,Best way to focus is no music
Focus@Will,US,focusatwill-US-197,2018-02-05,2,UX / app bugs / reliability,The audio cuts out
Focus@Will,US,focusatwill-US-198,2018-01-15,1,UX / app bugs / reliability,Log in doesn’t work / waste of time
Focus@Will,US,focusatwill-US-199,2018-01-05,2,"AI-generated music distaste (""soulless"")",Not great
Focus@Will,US,focusatwill-US-203,2017-11-08,2,Billing / unauthorized charges / refund anger,Outrageous expensive with many other free options out there
Focus@Will,US,focusatwill-US-205,2017-10-20,1,Subscription model resented (was one-time / went subscription),4 days trying to access my account and it still doesn’t work!
Focus@Will,US,focusatwill-US-207,2017-10-06,1,UX / app bugs / reliability,Does this app work?
Focus@Will,US,focusatwill-US-222,2017-08-03,3,"Missing platform / device support (Mac, watch, iPad, CarPlay…)",Good.  Need an Apple Watch remote control.
Focus@Will,US,focusatwill-US-226,2017-07-28,1,Account / login / restore,Couldn't sign in
Focus@Will,US,focusatwill-US-227,2017-07-27,3,UX / app bugs / reliability,"Serves its purpose, but slightly buggy."
Focus@Will,US,focusatwill-US-234,2017-06-07,1,Price / value / paywall,Offers 50% discount? But wait...
Focus@Will,US,focusatwill-US-238,2017-05-19,1,Account / login / restore,Do NOT like having to log in!!
Focus@Will,US,focusatwill-US-240,2017-05-06,1,UX / app bugs / reliability,Really Frustrating App
Focus@Will,US,focusatwill-US-242,2017-04-20,1,Other (uncategorized),App problem
Focus@Will,US,focusatwill-US-244,2017-04-08,2,Sound quality / unpleasant sounds,Distracting
Focus@Will,US,focusatwill-US-245,2017-04-07,3,Free alternatives exist (YouTube / free apps),Not Horrible but...
Focus@Will,US,focusatwill-US-246,2017-04-02,1,Customer support,Do not purchase
Focus@Will,US,focusatwill-US-248,2017-03-18,1,UX / app bugs / reliability,It's never worked. Not once.
Focus@Will,US,focusatwill-US-250,2017-02-08,1,"Paywall on launch / too little free content / ""not free""",No Free Option
Focus@Will,US,focusatwill-US-251,2017-02-01,1,UX / app bugs / reliability,App needs serious work
Focus@Will,US,focusatwill-US-252,2017-01-13,1,Price / value / paywall,Totally overpriced
Focus@Will,US,focusatwill-US-253,2017-01-03,1,UX / app bugs / reliability,Don't buy.
Focus@Will,US,focusatwill-US-255,2016-12-05,1,Account / login / restore,"Online is awesome, app is horrible!"
Focus@Will,US,focusatwill-US-256,2016-11-30,1,Price / value / paywall,Deleting app
Focus@Will,US,focusatwill-US-258,2016-11-27,2,UX / app bugs / reliability,Keeps crashing
Focus@Will,US,focusatwill-US-264,2016-10-27,1,Account / login / restore,"Good idea, horrible execution"
Focus@Will,US,focusatwill-US-267,2016-09-22,1,UX / app bugs / reliability,App won't open
Focus@Will,US,focusatwill-US-268,2016-09-19,2,Repetitiveness / lack of variety,Lovely App- Not Worth the $$$$
Focus@Will,US,focusatwill-US-269,2016-08-05,1,"Paywall on launch / too little free content / ""not free""",Not free while there're soo many free sources
Focus@Will,US,focusatwill-US-270,2016-07-29,2,Price / value / paywall,Too expensive but neat
Focus@Will,US,focusatwill-US-271,2016-07-27,3,Misleading advertising,Trial Period
Focus@Will,US,focusatwill-US-272,2016-07-27,1,UX / app bugs / reliability,Terrible App
Focus@Will,US,focusatwill-US-273,2016-07-10,1,UX / app bugs / reliability,"15 day free trial, not 30"
Focus@Will,US,focusatwill-US-274,2016-07-06,2,Audible loops / short loops / audio artifacts,Scratchy and NO SUPPORT!!!
Focus@Will,US,focusatwill-US-275,2016-06-02,3,UX / app bugs / reliability,"Great service, buggy app"
Focus@Will,US,focusatwill-US-278,2016-04-03,3,Abandonware / not updated / no new-device support,The music works; the app needs work
Focus@Will,US,focusatwill-US-279,2016-03-15,2,Account / login / restore,Good but far too expensive
Focus@Will,US,focusatwill-US-280,2016-03-10,1,UX / app bugs / reliability,Cant get help
Focus@Will,US,focusatwill-US-281,2016-03-06,2,Sound quality / unpleasant sounds,Low quality & expensive
Focus@Will,US,focusatwill-US-284,2016-02-22,2,UX / app bugs / reliability,"Music good, app poor"
Focus@Will,US,focusatwill-US-288,2016-02-01,1,Account / login / restore,Poor app
Focus@Will,US,focusatwill-US-290,2016-01-09,2,Repetitiveness / lack of variety,Frustrated
Focus@Will,US,focusatwill-US-292,2015-12-09,1,Battery / data drain,Battery drain
Focus@Will,US,focusatwill-US-293,2015-11-12,1,Billing / unauthorized charges / refund anger,Does not work on me
Focus@Will,US,focusatwill-US-294,2015-11-04,1,Other (uncategorized),Won't work
Focus@Will,US,focusatwill-US-296,2015-10-17,1,Billing / unauthorized charges / refund anger,Screw them!!! REALLY
Focus@Will,US,focusatwill-US-300,2015-06-09,1,Price / value / paywall,6$/mo? 200$/life? K.
Focus@Will,US,focusatwill-US-301,2015-06-02,1,UX / app bugs / reliability,Unstable app
Focus@Will,US,focusatwill-US-303,2015-04-23,3,UX / app bugs / reliability,"Great service, poor app"
Focus@Will,US,focusatwill-US-304,2015-04-23,2,UX / app bugs / reliability,Needs Some Work
Focus@Will,US,focusatwill-US-306,2015-04-07,1,Subscription model resented (was one-time / went subscription),"Great idea, horrible execution"
Focus@Will,US,focusatwill-US-307,2015-03-16,1,Price / value / paywall,Not Worth The $$$
Focus@Will,US,focusatwill-US-308,2015-03-03,2,Feature removed / update regression,Good App - Lousy Pricing Structure
Focus@Will,US,focusatwill-US-312,2015-01-23,1,UX / app bugs / reliability,Buggy and Slow
Focus@Will,US,focusatwill-US-313,2015-01-23,1,Billing / unauthorized charges / refund anger,"A subscription model, really???"
Focus@Will,US,focusatwill-US-315,2015-01-20,2,UX / app bugs / reliability,App crashes every time upon opening...
Focus@Will,US,focusatwill-US-316,2015-01-04,1,"Paywall on launch / too little free content / ""not free""",Nothing Special
Focus@Will,US,focusatwill-US-317,2015-01-03,2,UX / app bugs / reliability,Seems like a useful app but is still buggy
Focus@Will,US,focusatwill-US-319,2014-11-17,1,No offline / streaming-only,Good idea crippled by crappy app wrapper
Focus@Will,US,focusatwill-US-321,2014-10-16,2,UX / app bugs / reliability,Servers always times out
Focus@Will,US,focusatwill-US-323,2014-10-07,3,UX / app bugs / reliability,"Great app, but..."
Focus@Will,US,focusatwill-US-324,2014-09-09,3,UX / app bugs / reliability,"When it works, it's great"
Focus@Will,US,focusatwill-US-327,2014-08-17,3,UX / app bugs / reliability,Music stops and skips
Focus@Will,US,focusatwill-US-334,2014-06-27,3,UX / app bugs / reliability,"Interesting concept, some glitches though"
Focus@Will,US,focusatwill-US-335,2014-06-17,1,UX / app bugs / reliability,Music stops playing all the time
Focus@Will,US,focusatwill-US-336,2014-06-11,3,UX / app bugs / reliability,Great but app needs work
Focus@Will,US,focusatwill-US-337,2014-05-29,3,UX / app bugs / reliability,"Great concept, functionality still needs work"
Focus@Will,US,focusatwill-US-339,2014-05-12,2,UX / app bugs / reliability,Problems in this version
Focus@Will,US,focusatwill-US-340,2014-05-02,1,UX / app bugs / reliability,Music stops playing
Focus@Will,US,focusatwill-US-342,2014-04-28,2,Other (uncategorized),Desperately needs to automatically pause when headphones are unplugged
Focus@Will,US,focusatwill-US-349,2014-03-12,2,Account / login / restore,"Great service, terrible app"
Focus@Will,US,focusatwill-US-350,2014-03-06,2,UX / app bugs / reliability,Great service--buggy app
Focus@Will,US,focusatwill-US-351,2014-03-05,2,UX / app bugs / reliability,Wish it didn't keep crashing
Focus@Will,US,focusatwill-US-352,2014-02-25,1,UX / app bugs / reliability,Music stops...
Focus@Will,US,focusatwill-US-358,2014-02-02,1,UX / app bugs / reliability,Buggy!
Focus@Will,US,focusatwill-US-359,2014-01-27,1,Billing / unauthorized charges / refund anger,Down more than it's up
Focus@Will,US,focusatwill-US-360,2014-01-24,1,UX / app bugs / reliability,Can't get it to work
Focus@Will,US,focusatwill-US-361,2014-01-23,1,UX / app bugs / reliability,No worky
Focus@Will,US,focusatwill-US-362,2014-01-21,1,UX / app bugs / reliability,App Doesn't Load
Focus@Will,US,focusatwill-US-367,2013-11-28,2,UX / app bugs / reliability,Concept is great but the app keeps crashing
Focus@Will,US,focusatwill-US-368,2013-11-27,1,UX / app bugs / reliability,Did not work
Focus@Will,US,focusatwill-US-369,2013-11-27,1,Cancellation difficulty,Beware - annual plan and no cancelation
Focus@Will,US,focusatwill-US-370,2013-11-27,1,Other (uncategorized),Fix it
Focus@Will,US,focusatwill-US-371,2013-11-26,1,UX / app bugs / reliability,Crashes
Focus@Will,US,focusatwill-US-373,2013-11-16,1,UX / app bugs / reliability,Won't run
Focus@Will,US,focusatwill-US-374,2013-10-28,1,UX / app bugs / reliability,Crashed at first launch
Focus@Will,US,focusatwill-US-375,2013-10-24,2,Other (uncategorized),I love the music but the app needs work
Focus@Will,US,focusatwill-US-378,2013-10-01,1,UX / app bugs / reliability,The app is broken
Focus@Will,US,focusatwill-US-380,2013-09-26,1,Billing / unauthorized charges / refund anger,Fix it!
Focus@Will,US,focusatwill-US-382,2013-09-20,3,Abandonware / not updated / no new-device support,Needs a update
Focus@Will,US,focusatwill-US-390,2013-09-11,3,UX / app bugs / reliability,I don't know if it works
Focus@Will,US,focusatwill-US-396,2013-09-05,3,Other (uncategorized),"I enjoy F@W, but this app seems redundant"
Focus@Will,US,focusatwill-US-413,2013-07-02,3,Feature removed / update regression,Really Does Help Focus
Focus@Will,US,focusatwill-US-415,2013-06-15,3,UX / app bugs / reliability,"Great potential, poor implementation"
Focus@Will,US,focusatwill-US-416,2013-06-13,3,UX / app bugs / reliability,Nice but buggy
Focus@Will,US,focusatwill-US-417,2013-06-06,2,UX / app bugs / reliability,Crashes and hangs constantly
Focus@Will,US,focusatwill-US-418,2013-06-06,2,UX / app bugs / reliability,More bugs then bug life
Focus@Will,US,focusatwill-US-421,2013-06-04,1,UX / app bugs / reliability,Crashes all the time
Focus@Will,US,focusatwill-US-423,2013-06-04,2,UX / app bugs / reliability,Quite unstable
Focus@Will,US,focusatwill-US-425,2013-06-03,1,UX / app bugs / reliability,Crashing
Focus@Will,US,focusatwill-US-426,2013-06-01,2,UX / app bugs / reliability,Interesting concept but...
Focus@Will,DE,focusatwill-DE-000,2025-08-23,1,UX / app bugs / reliability,Something went wrong
Focus@Will,DE,focusatwill-DE-001,2023-08-21,1,UX / app bugs / reliability,Very Bad
Focus@Will,DE,focusatwill-DE-002,2023-02-15,2,UX / app bugs / reliability,Tolles Konzept - aber naja
Focus@Will,DE,focusatwill-DE-003,2022-04-09,1,Other (uncategorized),"Disapointing, App stops Evelyn 3-5 min and needs to be restarted"
Focus@Will,DE,focusatwill-DE-004,2021-10-25,1,UX / app bugs / reliability,Crap app
Focus@Will,DE,focusatwill-DE-005,2021-07-23,1,UX / app bugs / reliability,Funktioniert nicht
Focus@Will,DE,focusatwill-DE-008,2019-09-05,2,UX / app bugs / reliability,Not usable with Airplay / HomePods
Focus@Will,DE,focusatwill-DE-011,2019-06-10,3,Repetitiveness / lack of variety,Immer die gleiche Musik
Focus@Will,DE,focusatwill-DE-012,2018-09-28,1,UX / app bugs / reliability,Not responsive
Focus@Will,DE,focusatwill-DE-013,2018-06-21,1,UX / app bugs / reliability,Schrott
Focus@Will,DE,focusatwill-DE-014,2018-05-25,1,UX / app bugs / reliability,Schrottige App
Focus@Will,DE,focusatwill-DE-015,2018-05-09,3,Repetitiveness / lack of variety,Kein Fortschritt
Focus@Will,DE,focusatwill-DE-016,2017-11-26,1,Abandonware / not updated / no new-device support,Nope
Focus@Will,DE,focusatwill-DE-018,2017-05-15,2,Repetitiveness / lack of variety,Langweilig und lahm
Focus@Will,DE,focusatwill-DE-020,2016-04-08,3,Price / value / paywall,Gut aber zu teuer
Focus@Will,DE,focusatwill-DE-021,2016-03-06,1,UX / app bugs / reliability,Good Idea ..
Focus@Will,DE,focusatwill-DE-022,2016-02-04,1,UX / app bugs / reliability,Funktioniert nicht immer
Focus@Will,DE,focusatwill-DE-027,2015-01-19,3,Other (uncategorized),Abbrüche
Focus@Will,DE,focusatwill-DE-028,2014-12-20,1,Price / value / paywall,Abonnement nach 30 Tagen
Focus@Will,DE,focusatwill-DE-029,2014-11-20,3,Other (uncategorized),Das geht besser
Focus@Will,DE,focusatwill-DE-032,2013-12-01,1,"Confusing / hard to figure out (onboarding, navigation)",Keine richtige app
Focus@Will,DE,focusatwill-DE-033,2013-11-11,1,Battery / data drain,App startet nicht
myNoise,US,mynoise-US-001,2026-08-19,3,UX / app bugs / reliability,Broken Present Menu
myNoise,US,mynoise-US-007,2026-07-02,1,Billing / unauthorized charges / refund anger,Used to be amazing
myNoise,US,mynoise-US-011,2026-06-15,3,Other (uncategorized),Not 100% sure
myNoise,US,mynoise-US-018,2026-05-05,1,"Confusing / hard to figure out (onboarding, navigation)",What am I missing??
myNoise,US,mynoise-US-022,2026-04-15,3,UX / app bugs / reliability,"Sometimes it works, sometimes it doesn’t"
myNoise,US,mynoise-US-029,2026-03-02,2,Other (uncategorized),Deleting app
myNoise,US,mynoise-US-032,2026-02-25,1,Feature removed / update regression,Latest Update Broke the App
myNoise,US,mynoise-US-042,2026-01-02,1,Price / value / paywall,Twenty dollar surprise
myNoise,US,mynoise-US-045,2025-12-17,2,UX / app bugs / reliability,No multi feature
myNoise,US,mynoise-US-046,2025-12-11,1,Repetitiveness / lack of variety,Bad
myNoise,US,mynoise-US-048,2025-11-21,2,UX / app bugs / reliability,Super Broken
myNoise,US,mynoise-US-049,2025-11-18,3,UX / app bugs / reliability,Great app but very glitchy and does not work with air pods:(
myNoise,US,mynoise-US-053,2025-11-08,2,UX / app bugs / reliability,Left channel stops
myNoise,US,mynoise-US-056,2025-11-06,1,UX / app bugs / reliability,PAID BUT DOESN’T WORK!
myNoise,US,mynoise-US-057,2025-11-05,2,Other (uncategorized),Missing the meditation bell for no reason
myNoise,US,mynoise-US-060,2025-10-17,1,UX / app bugs / reliability,Won’t open
myNoise,US,mynoise-US-061,2025-10-16,1,UX / app bugs / reliability,KEEPS MALFUNCTIONING!
myNoise,US,mynoise-US-069,2025-09-12,3,UX / app bugs / reliability,Missing old features
myNoise,US,mynoise-US-073,2025-07-13,2,"Paywall on launch / too little free content / ""not free""",Suddenly paywalled?
myNoise,US,mynoise-US-075,2025-07-08,3,UX / app bugs / reliability,Love but glitches
myNoise,US,mynoise-US-081,2025-06-16,3,UX / app bugs / reliability,Stops working
myNoise,US,mynoise-US-083,2025-06-11,3,UX / app bugs / reliability,NoNoise
myNoise,US,mynoise-US-085,2025-06-10,3,Feature removed / update regression,Stopped working
myNoise,US,mynoise-US-087,2025-06-08,1,UX / app bugs / reliability,Some soundscapes randomly stop working
myNoise,US,mynoise-US-088,2025-06-07,3,Other (uncategorized),Just okay
myNoise,US,mynoise-US-089,2025-06-01,1,UX / app bugs / reliability,The unlock all feature doesn’t work; causes the app to break
myNoise,US,mynoise-US-091,2025-05-29,1,Misleading advertising,‘No subscription’
myNoise,US,mynoise-US-092,2025-05-25,2,UX / app bugs / reliability,Needs work.
myNoise,US,mynoise-US-096,2025-05-23,2,UX / app bugs / reliability,Doesn’t open
myNoise,US,mynoise-US-106,2025-01-07,3,UX / app bugs / reliability,Crashes after awhile
myNoise,US,mynoise-US-111,2025-01-01,3,Other (uncategorized),all the things you left in your version but didn't include in ours
myNoise,US,mynoise-US-116,2024-11-19,1,Feature removed / update regression,Favorite factory sounds are no longer available
myNoise,US,mynoise-US-121,2024-11-09,3,UX / app bugs / reliability,I loved the original version of the ios app
myNoise,US,mynoise-US-125,2024-11-01,1,Subscription model resented (was one-time / went subscription),"New app, new subscription"
myNoise,DE,mynoise-DE-003,2026-02-15,2,"Paywall on launch / too little free content / ""not free""",Suddenly Pricey Pro version
myNoise,DE,mynoise-DE-010,2025-09-29,3,UX / app bugs / reliability,Stopping sound with Animation
myNoise,DE,mynoise-DE-012,2025-08-18,1,Price / value / paywall,Zu teuer
Noisli,US,noisli-US-001,2026-03-16,1,"""Doesn't work / no effect""",Stopped working-Sleepless in Seattle
Noisli,US,noisli-US-005,2025-03-15,1,Billing / unauthorized charges / refund anger,Cannot set timer!
Noisli,US,noisli-US-008,2024-11-24,1,Billing / unauthorized charges / refund anger,"Scam, don’t pay"
Noisli,US,noisli-US-009,2024-11-11,1,UX / app bugs / reliability,Won’t output sound to another device such as an Apple HomePod
Noisli,US,noisli-US-010,2024-06-05,3,Abandonware / not updated / no new-device support,Please update
Noisli,US,noisli-US-013,2024-01-26,2,Repetitiveness / lack of variety,Unimpressed
Noisli,US,noisli-US-015,2023-05-11,3,Other (uncategorized),Good but Old
Noisli,US,noisli-US-021,2021-06-28,3,UX / app bugs / reliability,Please adjust app size for iPhone 12 Pro Max
Noisli,US,noisli-US-022,2021-04-13,1,UX / app bugs / reliability,App crashes on launch every time
Noisli,US,noisli-US-023,2021-02-16,1,UX / app bugs / reliability,doesn’t work
Noisli,US,noisli-US-025,2020-11-09,1,UX / app bugs / reliability,Please fix iOS 14.2 bug/crash!
Noisli,US,noisli-US-026,2020-11-08,2,Abandonware / not updated / no new-device support,Crashes with iOS 14.2
Noisli,US,noisli-US-027,2020-09-14,3,Price / value / paywall,Good but shoulda saved the $2
Noisli,US,noisli-US-029,2020-06-25,3,Abandonware / not updated / no new-device support,Needs an update
Noisli,US,noisli-US-032,2020-03-29,3,"Missing platform / device support (Mac, watch, iPad, CarPlay…)",Basic but neat
Noisli,US,noisli-US-033,2020-03-03,2,Free alternatives exist (YouTube / free apps),Free apps that do the same thing
Noisli,US,noisli-US-035,2020-02-25,3,Repetitiveness / lack of variety,Not consistent
Noisli,US,noisli-US-038,2020-02-05,3,Other (uncategorized),Needs improvement
Noisli,US,noisli-US-044,2019-09-26,3,Abandonware / not updated / no new-device support,Is this app still supported?
Noisli,US,noisli-US-046,2019-07-30,3,UX / app bugs / reliability,Great and simple but....
Noisli,US,noisli-US-047,2019-07-28,2,"Missing platform / device support (Mac, watch, iPad, CarPlay…)",No HomePod Support
Noisli,US,noisli-US-048,2019-06-06,3,Abandonware / not updated / no new-device support,Please update
Noisli,US,noisli-US-050,2019-05-26,1,"Missing platform / device support (Mac, watch, iPad, CarPlay…)",Please allow landscape orientation
