app,storefront,id,date,rating,praise_codes,title
Focus@Will,US,focusatwill-US-204,2017-11-01,4,effect: focus / productivity|sound quality / character|design / UI / aesthetics|integration (watch / home / desktop / shortcuts)|longevity / daily habit,It pays for itself many times over every day.
Focus@Will,US,focusatwill-US-206,2017-10-12,4,control / customization|design / UI / aesthetics,Good! But could be better
Focus@Will,US,focusatwill-US-208,2017-09-30,5,effect: focus / productivity,Great tool
Focus@Will,US,focusatwill-US-209,2017-09-27,5,effect: focus / productivity|variety / catalog size|longevity / daily habit,"From a long time user, this works."
Focus@Will,US,focusatwill-US-210,2017-09-22,5,,Super convenient
Focus@Will,US,focusatwill-US-211,2017-09-15,5,,Love it.
Focus@Will,US,focusatwill-US-212,2017-09-13,5,,It helps
Focus@Will,US,focusatwill-US-213,2017-09-11,5,effect: focus / productivity,Terrific help to focus
Focus@Will,US,focusatwill-US-214,2017-08-31,5,effect: focus / productivity|effect: ADHD / neurodivergent|effect: anxiety / calm|longevity / daily habit,Amazingly helpful. Truly delivers
Focus@Will,US,focusatwill-US-215,2017-08-25,5,effect: focus / productivity|control / customization|price / value for money,Best background music to concentrate and read to!
Focus@Will,US,focusatwill-US-216,2017-08-24,5,effect: focus / productivity,Very helpful
Focus@Will,US,focusatwill-US-217,2017-08-08,5,effect: focus / productivity|one-time purchase / no subscription|science framing,Life Time Subscriber
Focus@Will,US,focusatwill-US-218,2017-08-07,5,effect: focus / productivity,Very helpful
Focus@Will,US,focusatwill-US-219,2017-08-05,5,effect: focus / productivity|effect: anxiety / calm,Calming
Focus@Will,US,focusatwill-US-220,2017-08-04,5,longevity / daily habit,Critical tool for work effectiveness
Focus@Will,US,focusatwill-US-221,2017-08-03,5,effect: focus / productivity|longevity / daily habit,Focus at Will
Focus@Will,US,focusatwill-US-223,2017-08-01,4,effect: focus / productivity,A Useful Tool
Focus@Will,US,focusatwill-US-224,2017-08-01,4,effect: focus / productivity,Excellent stuff
Focus@Will,US,focusatwill-US-225,2017-07-31,5,effect: focus / productivity|effect: ADHD / neurodivergent|science framing,A game-changer
Focus@Will,US,focusatwill-US-228,2017-07-27,5,effect: focus / productivity,It really works!
Focus@Will,US,focusatwill-US-229,2017-07-20,5,effect: focus / productivity,Really works!
Focus@Will,US,focusatwill-US-230,2017-07-12,5,effect: focus / productivity,This app delivers
Focus@Will,US,focusatwill-US-231,2017-07-08,5,effect: focus / productivity,I'm a huge fan
Focus@Will,US,focusatwill-US-232,2017-07-02,5,effect: focus / productivity|design / UI / aesthetics,Focus at Will
Focus@Will,US,focusatwill-US-233,2017-06-20,5,effect: focus / productivity,Virtual magic!
Focus@Will,US,focusatwill-US-235,2017-06-04,5,effect: focus / productivity|effect: ADHD / neurodivergent,Wonderful resource for the ADHD mind
Focus@Will,US,focusatwill-US-236,2017-05-30,5,effect: focus / productivity|variety / catalog size|longevity / daily habit,Love this app!
Focus@Will,US,focusatwill-US-237,2017-05-23,5,effect: focus / productivity|longevity / daily habit,It works.
Focus@Will,US,focusatwill-US-239,2017-05-09,5,effect: focus / productivity,Nice
Focus@Will,US,focusatwill-US-241,2017-04-25,5,effect: tinnitus / noise masking|control / customization,I love this app
Focus@Will,US,focusatwill-US-243,2017-04-10,5,effect: focus / productivity|longevity / daily habit,My favorite thing
Focus@Will,US,focusatwill-US-247,2017-03-29,5,effect: focus / productivity|longevity / daily habit,It really works
Focus@Will,US,focusatwill-US-249,2017-02-25,5,effect: focus / productivity|variety / catalog size|control / customization|one-time purchase / no subscription|longevity / daily habit,Love this app!
Focus@Will,US,focusatwill-US-254,2016-12-17,5,effect: focus / productivity,Best thing for focus
Focus@Will,US,focusatwill-US-257,2016-11-28,5,effect: focus / productivity|longevity / daily habit,I Use It Every Day
Focus@Will,US,focusatwill-US-259,2016-11-18,5,science framing,Love it
Focus@Will,US,focusatwill-US-260,2016-11-14,4,effect: focus / productivity|price / value for money,Does what I need
Focus@Will,US,focusatwill-US-261,2016-10-31,5,effect: focus / productivity,This works for me!
Focus@Will,US,focusatwill-US-262,2016-10-31,5,effect: focus / productivity|design / UI / aesthetics|longevity / daily habit,My go-to app every day
Focus@Will,US,focusatwill-US-263,2016-10-29,5,effect: focus / productivity,A+
Focus@Will,US,focusatwill-US-265,2016-10-14,4,effect: focus / productivity|effect: anxiety / calm,Great app
Focus@Will,US,focusatwill-US-266,2016-10-13,5,price / value for money|science framing|longevity / daily habit,Well worth it with the discount
Focus@Will,US,focusatwill-US-276,2016-05-23,5,effect: focus / productivity|variety / catalog size|price / value for money,Useful App That Does One Thing Exceptionally Well
Focus@Will,US,focusatwill-US-277,2016-04-04,4,,Great
Focus@Will,US,focusatwill-US-282,2016-02-24,5,effect: focus / productivity,Best App for Getting Things Done!
Focus@Will,US,focusatwill-US-283,2016-02-23,5,effect: focus / productivity,If it can keep me focused...
Focus@Will,US,focusatwill-US-285,2016-02-19,4,effect: focus / productivity,It works
Focus@Will,US,focusatwill-US-286,2016-02-13,4,effect: focus / productivity|offline / privacy / no account,Relies too much on internet connection
Focus@Will,US,focusatwill-US-287,2016-02-05,5,offline / privacy / no account,Works!
Focus@Will,US,focusatwill-US-289,2016-01-13,5,effect: focus / productivity,Actually works
Focus@Will,US,focusatwill-US-291,2016-01-02,5,effect: focus / productivity,Tunes out internal distractions
Focus@Will,US,focusatwill-US-295,2015-10-25,5,effect: focus / productivity|price / value for money,Using over a year and love it
Focus@Will,US,focusatwill-US-297,2015-09-28,5,effect: focus / productivity|longevity / daily habit,My Go-To App ...
Focus@Will,US,focusatwill-US-298,2015-07-28,5,effect: focus / productivity|integration (watch / home / desktop / shortcuts)|longevity / daily habit,Love this app
Focus@Will,US,focusatwill-US-299,2015-07-26,5,,Great study tool
Focus@Will,US,focusatwill-US-302,2015-05-03,5,control / customization,Amazing
Focus@Will,US,focusatwill-US-305,2015-04-22,4,effect: focus / productivity|control / customization|design / UI / aesthetics,Good but needs polishing
Focus@Will,US,focusatwill-US-309,2015-02-21,5,effect: focus / productivity|effect: sleep|longevity / daily habit,Amazing Service
Focus@Will,US,focusatwill-US-310,2015-02-11,4,effect: focus / productivity|variety / catalog size,Loving it...mostly
Focus@Will,US,focusatwill-US-311,2015-02-01,4,effect: focus / productivity|effect: ADHD / neurodivergent|effect: anxiety / calm|offline / privacy / no account|science framing,Lifesaver! No offline-mode is its only flaw
Focus@Will,US,focusatwill-US-314,2015-01-22,5,,HIGHLY RECOMMEND!!!
Focus@Will,US,focusatwill-US-318,2014-11-28,5,,Great App
Focus@Will,US,focusatwill-US-320,2014-11-04,5,effect: focus / productivity,I love this app so much!
Focus@Will,US,focusatwill-US-322,2014-10-11,5,effect: focus / productivity,I love it. I miss my music!
Focus@Will,US,focusatwill-US-325,2014-08-31,5,effect: focus / productivity|longevity / daily habit,Magic
Focus@Will,US,focusatwill-US-326,2014-08-19,5,effect: focus / productivity,Very very good
Focus@Will,US,focusatwill-US-328,2014-08-17,5,longevity / daily habit,I use it every day
Focus@Will,US,focusatwill-US-329,2014-08-09,5,effect: focus / productivity,Love it!
Focus@Will,US,focusatwill-US-330,2014-07-30,5,longevity / daily habit,Great
Focus@Will,US,focusatwill-US-331,2014-07-28,5,,Truly a terrific tool
Focus@Will,US,focusatwill-US-332,2014-07-24,5,effect: focus / productivity|effect: ADHD / neurodivergent,Awesome app
Focus@Will,US,focusatwill-US-333,2014-07-21,5,price / value for money|longevity / daily habit,Works great
Focus@Will,US,focusatwill-US-338,2014-05-23,5,effect: focus / productivity|effect: ADHD / neurodivergent|price / value for money,ADHD Software Engineer
Focus@Will,US,focusatwill-US-341,2014-04-28,4,effect: focus / productivity,Helping me focus
Focus@Will,US,focusatwill-US-343,2014-04-26,5,effect: focus / productivity|effect: anxiety / calm|design / UI / aesthetics,Beautiful Music and Productivity Abound
Focus@Will,US,focusatwill-US-344,2014-04-26,5,effect: focus / productivity|effect: anxiety / calm,Makes it easier to ignore distractions
Focus@Will,US,focusatwill-US-345,2014-04-24,5,effect: focus / productivity,Works!
Focus@Will,US,focusatwill-US-346,2014-04-20,5,effect: focus / productivity,Ambient works great for studying!
Focus@Will,US,focusatwill-US-347,2014-04-15,5,effect: focus / productivity,Love it! Getting things done
Focus@Will,US,focusatwill-US-348,2014-03-25,4,,"Great product, decent app"
Focus@Will,US,focusatwill-US-353,2014-02-24,5,,I love this app
Focus@Will,US,focusatwill-US-354,2014-02-20,5,effect: focus / productivity,Excellent
Focus@Will,US,focusatwill-US-355,2014-02-18,5,effect: focus / productivity,Terrific App
Focus@Will,US,focusatwill-US-356,2014-02-18,5,effect: focus / productivity,As advertised
Focus@Will,US,focusatwill-US-357,2014-02-03,5,,Great for work and homework
Focus@Will,US,focusatwill-US-363,2013-12-29,5,,I don't do anything without it!
Focus@Will,US,focusatwill-US-364,2013-12-19,4,effect: focus / productivity|effect: sleep,Awesome.
Focus@Will,US,focusatwill-US-365,2013-12-10,5,effect: focus / productivity|longevity / daily habit,Great app!
Focus@Will,US,focusatwill-US-366,2013-12-01,5,effect: focus / productivity|variety / catalog size|design / UI / aesthetics|integration (watch / home / desktop / shortcuts),Works great for me
Focus@Will,US,focusatwill-US-372,2013-11-16,4,longevity / daily habit,Great product buggy app
Focus@Will,US,focusatwill-US-376,2013-10-14,5,effect: focus / productivity,Can't imagine work without this!
Focus@Will,US,focusatwill-US-377,2013-10-10,4,,"Very Effective, but has Technical Issues"
Focus@Will,US,focusatwill-US-379,2013-10-01,4,effect: focus / productivity,Helps my productivity
Focus@Will,US,focusatwill-US-381,2013-09-22,5,effect: focus / productivity|price / value for money,It does actually work!
Focus@Will,US,focusatwill-US-383,2013-09-16,4,,Really helpful
Focus@Will,US,focusatwill-US-384,2013-09-16,5,price / value for money|offline / privacy / no account,Love this app!  Premium account well worth it
Focus@Will,US,focusatwill-US-385,2013-09-15,5,effect: focus / productivity|price / value for money,Simple and works
Focus@Will,US,focusatwill-US-386,2013-09-14,5,effect: focus / productivity,This App Will Change Your Life
Focus@Will,US,focusatwill-US-387,2013-09-13,5,effect: ADHD / neurodivergent|effect: anxiety / calm,Getting a lot done
Focus@Will,US,focusatwill-US-388,2013-09-12,5,effect: focus / productivity,So helpful
Focus@Will,US,focusatwill-US-389,2013-09-12,5,effect: focus / productivity|variety / catalog size,Variety
Focus@Will,US,focusatwill-US-391,2013-09-10,5,effect: focus / productivity|variety / catalog size,Awesome app
Focus@Will,US,focusatwill-US-392,2013-09-10,4,,Good - needs to workout a few bugs
Focus@Will,US,focusatwill-US-393,2013-09-09,5,effect: focus / productivity|effect: ADHD / neurodivergent,Love it - great for ADHD
Focus@Will,US,focusatwill-US-394,2013-09-08,5,,Inspiring
Focus@Will,US,focusatwill-US-395,2013-09-07,5,effect: focus / productivity|effect: ADHD / neurodivergent,Professional with ADHD-PI
Focus@Will,US,focusatwill-US-397,2013-09-03,5,,Great app!
Focus@Will,US,focusatwill-US-398,2013-09-03,5,effect: focus / productivity,Key to getting things done
Focus@Will,US,focusatwill-US-399,2013-08-31,5,effect: focus / productivity,It actually works.
Focus@Will,US,focusatwill-US-400,2013-08-28,5,science framing,Science
Focus@Will,US,focusatwill-US-401,2013-08-28,5,,Love it!
Focus@Will,US,focusatwill-US-402,2013-08-27,5,,Good
Focus@Will,US,focusatwill-US-403,2013-08-22,5,longevity / daily habit,Works!
Focus@Will,US,focusatwill-US-404,2013-08-20,5,,WC
Focus@Will,US,focusatwill-US-405,2013-08-18,5,effect: focus / productivity|design / UI / aesthetics|longevity / daily habit,Can't work without it
Focus@Will,US,focusatwill-US-406,2013-08-18,4,effect: focus / productivity|sound quality / character|control / customization|science framing,"If you're having problems focusing, you need this app."
Focus@Will,US,focusatwill-US-407,2013-08-17,4,,Excellent
Focus@Will,US,focusatwill-US-408,2013-08-16,4,effect: focus / productivity,Great app
Focus@Will,US,focusatwill-US-409,2013-08-15,5,,"Perfect listening app, well organized"
Focus@Will,US,focusatwill-US-410,2013-08-15,5,effect: focus / productivity,Wow
Focus@Will,US,focusatwill-US-411,2013-08-11,5,effect: focus / productivity|control / customization,It Works
Focus@Will,US,focusatwill-US-412,2013-08-10,5,effect: focus / productivity,IT WORKS
Focus@Will,US,focusatwill-US-414,2013-06-27,4,science framing,Nice background music for work
Focus@Will,US,focusatwill-US-419,2013-06-05,4,effect: focus / productivity|effect: anxiety / calm,Yes! Get this App
Focus@Will,US,focusatwill-US-420,2013-06-04,5,effect: focus / productivity,Focus to the Max!
Focus@Will,US,focusatwill-US-422,2013-06-04,5,effect: focus / productivity,Absolutely AMAZING!
Focus@Will,US,focusatwill-US-424,2013-06-03,5,effect: focus / productivity|science framing,It just F!@#$ing works. This app will help you concentrate. Period.
Focus@Will,US,focusatwill-US-427,2013-05-31,5,effect: ADHD / neurodivergent|variety / catalog size,Why are you reading this GO INSTALL NOW!
Focus@Will,US,focusatwill-US-428,2013-05-24,5,integration (watch / home / desktop / shortcuts),Finally on iOS!
Focus@Will,DE,focusatwill-DE-006,2021-07-07,5,,The new app is fine
Focus@Will,DE,focusatwill-DE-007,2020-01-21,5,price / value for money,Bitte Updaten auf AppleWatch
Focus@Will,DE,focusatwill-DE-009,2019-09-05,5,effect: focus / productivity,It really works
Focus@Will,DE,focusatwill-DE-010,2019-07-23,4,variety / catalog size,"Musik wird abwechslungsreicher, App ok"
Focus@Will,DE,focusatwill-DE-017,2017-06-02,5,effect: focus / productivity|effect: anxiety / calm,Wenn ich will dann ... Fokus!
Focus@Will,DE,focusatwill-DE-019,2017-01-28,4,,Tut was sie soll ...
Focus@Will,DE,focusatwill-DE-023,2016-01-09,5,effect: focus / productivity,Uneingeschränkt empfehlenswert
Focus@Will,DE,focusatwill-DE-024,2016-01-07,5,,Es funktioniert wunderbar
Focus@Will,DE,focusatwill-DE-025,2015-12-08,5,effect: focus / productivity,I love this app so much!
Focus@Will,DE,focusatwill-DE-026,2015-05-09,5,effect: focus / productivity|offline / privacy / no account|design / UI / aesthetics|longevity / daily habit,Funktioniert bestens und hat mir deutlich mehr Produktivität gebracht
Focus@Will,DE,focusatwill-DE-030,2014-10-24,5,,Great!
Focus@Will,DE,focusatwill-DE-031,2013-12-24,5,effect: focus / productivity,Funktioniert wirklich
myNoise,US,mynoise-US-000,2026-08-28,5,control / customization,A gamechanger
myNoise,US,mynoise-US-002,2026-07-31,5,,This is the best app that I have on my phone
myNoise,US,mynoise-US-003,2026-07-22,5,,How this really went. creating soundscapes.
myNoise,US,mynoise-US-004,2026-07-12,5,,Solid
myNoise,US,mynoise-US-005,2026-07-09,5,effect: sleep|effect: tinnitus / noise masking,White Noise
myNoise,US,mynoise-US-006,2026-07-04,5,price / value for money|one-time purchase / no subscription,Absolutely best app ever
myNoise,US,mynoise-US-008,2026-07-01,5,effect: sleep|sound quality / character|variety / catalog size|longevity / daily habit,Fabulous
myNoise,US,mynoise-US-009,2026-06-21,5,,All time favorite
myNoise,US,mynoise-US-010,2026-06-21,5,,Absolutely worth your time
myNoise,US,mynoise-US-012,2026-06-05,5,,Best app
myNoise,US,mynoise-US-013,2026-06-02,5,variety / catalog size|control / customization,Incredible
myNoise,US,mynoise-US-014,2026-05-27,5,variety / catalog size|control / customization|one-time purchase / no subscription|longevity / daily habit,Most Used App
myNoise,US,mynoise-US-015,2026-05-17,5,effect: anxiety / calm,Excellent sounds
myNoise,US,mynoise-US-016,2026-05-14,5,,Americadoesntwantme
myNoise,US,mynoise-US-017,2026-05-13,5,,4 Stars
myNoise,US,mynoise-US-019,2026-05-01,5,effect: sleep|effect: tinnitus / noise masking|control / customization|science framing,This app helped me so much!!
myNoise,US,mynoise-US-020,2026-04-30,5,design / UI / aesthetics,Definitely better than the rest.
myNoise,US,mynoise-US-021,2026-04-28,5,,Best app ever
myNoise,US,mynoise-US-023,2026-04-14,5,price / value for money,Thank you Dr. Stéphane Pigeon!
myNoise,US,mynoise-US-024,2026-04-09,5,effect: anxiety / calm,Just perfect
myNoise,US,mynoise-US-025,2026-04-03,5,design / UI / aesthetics,This app is genuinely incredible.
myNoise,US,mynoise-US-026,2026-03-31,5,effect: sleep|control / customization|design / UI / aesthetics,GREAT UI
myNoise,US,mynoise-US-027,2026-03-30,5,,Best Noise App Out There
myNoise,US,mynoise-US-028,2026-03-14,5,effect: tinnitus / noise masking,Tinnitus Godsend!!!
myNoise,US,mynoise-US-030,2026-02-26,5,one-time purchase / no subscription,Wonderful app
myNoise,US,mynoise-US-031,2026-02-26,5,effect: sleep|sound quality / character,Better sleep
